title_raw,year,journal_raw,doi_raw,score,razones
Transform waste into profit: Extract licorice residue fiber to load Zr-MOF as a promising adsorbent,2025,Bioresource Technology,10.1016/j.biortech.2025.133199,51,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
"Removal of Cu2+, Cd2+, and Pb2+ from aqueous solution by fabricated MIL-100(Fe) and MIL-101(Cr): Experimental and molecular modeling study",2021,Journal of Environmental Chemical Engineering,10.1016/j.jece.2021.106663,75,EXCL: no menciona antibiotico ni hormona
2 - Prospective of hybrid carbon-based materials for environmental remediation,2023,Hybrid Nanomaterials for Sustainable Applications,10.1016/B978-0-323-98371-6.00006-9,26,EXCL: no menciona antibiotico ni hormona
Solid solution approach to the design of copper mixed-triazolate multivariate-MOFs for the efficient adsorption of triclosan,2021,Microporous and Mesoporous Materials,10.1016/j.micromeso.2021.111297,36,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
Magnetism and NIR dual-response polypyrrole-coated Fe3O4 nanoparticles for bacteria removal and inactivation,2021,Materials Science and Engineering: C,10.1016/j.msec.2021.112143,24,EXCL: no menciona antibiotico ni hormona
"Upcycled ilmenite/glass-derived FeTiO₃–SiO₂ nanoflowers for sustainable, highly effective integrated adsorptive–photocatalytic detoxification of 4-Nitrophenol and Cr(VI) in water",2025,Surfaces and Interfaces,10.1016/j.surfin.2025.107360,27,EXCL: no menciona antibiotico ni hormona
Machine learning optimized adsorption heat transformations from adsorbents screening to enhanced performances,2025,Energy Conversion and Management,10.1016/j.enconman.2025.120272,62,EXCL: no menciona antibiotico ni hormona
Synthesis and characterization of polymetallic Fe-Co-Ni-S nanocomposite displaying high adsorption capacity for Rhodamine B dye,2023,Desalination and Water Treatment,10.5004/dwt.2023.29758,86,EXCL: no menciona antibiotico ni hormona
Metal-organic frameworks based adsorbents: A review from removal perspective of various environmental contaminants from wastewater,2020,Chemosphere,10.1016/j.chemosphere.2020.127369,44,EXCL: no menciona antibiotico ni hormona
Adsorptive removal of hazardous organics from water and fuel with functionalized metal-organic frameworks: Contribution of functional groups,2021,Journal of Hazardous Materials,10.1016/j.jhazmat.2020.123655,65,EXCL: no menciona antibiotico ni hormona
Ethylene scavengers for extended freshness: A critical comparison between physisorption and chemistry process,2025,Applied Food Research,10.1016/j.afres.2025.101267,21,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
Chitosan-based nanocomposites for removal of Cr(VI) and synthetic food colorants from wastewater,2022,Bioresource Technology,10.1016/j.biortech.2022.127018,65,EXCL: no menciona antibiotico ni hormona
Dispersive micro solid phase extraction of three phthalate esters and bis-(2-ethylhexyl) adipate from the plastic packaged soda and beverage samples using MIL-96(Al),2025,Microchemical Journal,10.1016/j.microc.2025.113030,16,EXCL: no menciona antibiotico ni hormona
A highly efficient and recyclable zirconium-based metal organic framework for the effective removal of nanoplastics from multiple aqueous environments,2025,Process Safety and Environmental Protection,10.1016/j.psep.2024.12.063,62,EXCL: no menciona antibiotico ni hormona
Quaternary ammonium-functionalized UiO-66-Sal as an efficient and fast adsorbent for nitrate removal from water,2023,Applied Surface Science,10.1016/j.apsusc.2023.156391,45,EXCL: no menciona antibiotico ni hormona
Recent advancements in modifications of metal–organic frameworks-based materials for enhanced water purification and contaminant detection,2024,Chemosphere,10.1016/j.chemosphere.2024.141972,50,EXCL: no menciona antibiotico ni hormona
One-step synthesis of TiO2@MWCNT by plasma reactor for wastewater purification,2025,Materials Chemistry and Physics,10.1016/j.matchemphys.2025.130892,54,EXCL: no menciona antibiotico ni hormona
Cellulose extraction from corn husk for cellulose-based bionanocomposite preparation with remarkable adsorption capacity for doxorubicin drug: Emphasis on effects ultrasonic waves,2025,International Journal of Biological Macromolecules,10.1016/j.ijbiomac.2025.141875,111,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
Recent advancements in utilizing plant-based approaches for water and wastewater treatment technologies,2024,Cleaner Water,10.1016/j.clwat.2024.100030,59,EXCL: no menciona antibiotico ni hormona
"Photocatalytic degradation of Acid Red 18 by synthesized AgCoFe2O4@Ch/AC: Recyclable, environmentally friendly, chemically stable, and cost-effective magnetic nano hybrid catalyst",2024,International Journal of Biological Macromolecules,10.1016/j.ijbiomac.2024.131897,34,EXCL: no menciona antibiotico ni hormona
Precise manipulation of pore sizes in Zr(IV)-Based metal-organic frameworks for enhanced bisphenol a removal from water,2024,Chemosphere,10.1016/j.chemosphere.2024.143816,67,EXCL: no menciona antibiotico ni hormona
Chapter 8 - Agriculture pesticide and their remediation,2023,Development in Wastewater Treatment Research and Processes,10.1016/B978-0-323-95684-0.00010-5,14,EXCL: no menciona antibiotico ni hormona
MnMg-MOF material photo-Fenton reaction degradation of methylene blue,2024,Materials Science in Semiconductor Processing,10.1016/j.mssp.2023.108021,24,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
"Comparison on the performance of green and conventional magnetic chitosan-based composites in the removal of complex dyes: Synergetic effect, experimental and theoretical studies",2025,International Journal of Biological Macromolecules,10.1016/j.ijbiomac.2024.138657,57,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
Cu3(BTC)2 metal organic framework as a promising adsorbent for operative exclusion of toxic dyes and herbicide,2024,Results in Materials,10.1016/j.rinma.2023.100512,63,EXCL: no menciona antibiotico ni hormona
Targeted elimination of heavy metals from industrial wastewater: Synergistic effect of nano metal oxides,2025,Investigation on the effect of wastewater on ecosystems and development of promising technologies for wastewater treatment,10.1016/j.jtice.2024.105485,25,EXCL: no menciona antibiotico ni hormona
Facile room-temperature synthesis of agarose-supported Cu-BTC metal-organic framework aerogel composites for enhanced adsorption of methylene blue and congo red dyes,2025,Colloids and Surfaces A: Physicochemical and Engineering Aspects,10.1016/j.colsurfa.2025.136754,81,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
A comparative study of calcium oxide nanoparticle and its ferrite (CaO/Fe2O3) nanocomposite for removal of zinc and nickel from electroplating effluent,2024,Inorganic Chemistry Communications,10.1016/j.inoche.2024.112746,67,EXCL: no menciona antibiotico ni hormona
Application of Polymer/Spinel Ferrite Composites for Removal of Organic/Inorganic Pollutants From Wastewater,2024,Reference Module in Materials Science and Materials Engineering,10.1016/B978-0-323-95486-0.00004-1,43,EXCL: no menciona antibiotico ni hormona
Chitosan-based membranes preparation and applications: Challenges and opportunities,2021,Journal of the Indian Chemical Society,10.1016/j.jics.2021.100017,39,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona antibiotico ni hormona
Freeze–dried synthesized bifunctional biopolymer nanocomposite for efficient fluoride removal and antibacterial activity,2020,Journal of Environmental Sciences,10.1016/j.jes.2020.03.047,59,EXCL: no menciona antibiotico ni hormona
Efficient removal of Congo red in water by in-situ immobilization of amino-functionalized UiO-67-NH2 on cellulose aerogel,2025,International Journal of Biological Macromolecules,10.1016/j.ijbiomac.2025.147630,69,EXCL: no menciona antibiotico ni hormona
Fabrication of versatile Ag-P/Ppy core-shell nanocomposite: Adsorption efficacy for chromium (VI) removal and assessment of antioxidant and antibacterial activities,2023,Journal of Environmental Chemical Engineering,10.1016/j.jece.2023.110664,75,EXCL: no menciona antibiotico ni hormona
The application of nanomaterial adsorbents for the removal of impurities from water and wastewaters: a review,2020,Desalination and Water Treatment,10.5004/dwt.2020.25454,64,EXCL: no menciona antibiotico ni hormona
Efficient and rapid removal of chromium(VI) from water via NH2-MIL-101(Fe)/NiAl-LDH composite adsorbent,2025,Environmental Research,10.1016/j.envres.2025.122154,73,EXCL: no menciona antibiotico ni hormona
Biomedical applications of zeolite-based materials: A review,2020,Materials Science and Engineering: C,10.1016/j.msec.2020.111225,17,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona antibiotico ni hormona
Highly adsorbed Bisphenol a using nanometric mixed-metal-Organic frameworks (Co/Ca-BTC) from milk,2024,Separation and Purification Technology,10.1016/j.seppur.2024.128055,38,EXCL: no menciona antibiotico ni hormona
Eco-friendly nanocomposite of manganese-iron and plant waste derived biochar for optimizing Pb2+ adsorption: A response surface methodology approach,2025,Desalination and Water Treatment,10.1016/j.dwt.2025.101091,82,EXCL: no menciona antibiotico ni hormona
Performance and prospects of different adsorbents for phosphorus uptake and recovery from water,2020,Chemical Engineering Journal,10.1016/j.cej.2019.122566,60,EXCL: no menciona antibiotico ni hormona
"Advanced contaminant removal through synergistic interactions of montmorillonite, CoFe2O4 nanoparticles, and surfactants: Combining theoretical and experimental approaches",2025,Journal of Molecular Liquids,10.1016/j.molliq.2025.127490,64,EXCL: no menciona antibiotico ni hormona
"Efficient and simultaneous removal of aflatoxin B1, B2, G1, G2, and zearalenone from vegetable oil by use of a metal–organic framework absorbent",2023,Food Chemistry,10.1016/j.foodchem.2023.135881,33,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
Dialdehyde cellulose/gelatin hydrogel as a packaging material for manganese oxides adsorbents for wastewater remediation: Characterization and performance evaluation,2023,International Journal of Biological Macromolecules,10.1016/j.ijbiomac.2023.125931,61,EXCL: no menciona antibiotico ni hormona
Green synthesis of graphene-based metal nanocomposite for electro and photocatalytic activity; recent advancement and future prospective,2023,Chemosphere,10.1016/j.chemosphere.2022.136982,36,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona antibiotico ni hormona
Experimental study of phenol removal from aqueous solution by adsorption onto synthesized Faujasite-type Y zeolite,2022,Desalination and Water Treatment,10.5004/dwt.2022.28958,108,EXCL: no menciona antibiotico ni hormona
Ammonium nitrogen (NH4+-N) recovery from synthetic wastewater using biosolids-derived biochar,2023,Bioresource Technology Reports,10.1016/j.biteb.2023.101592,83,EXCL: no menciona antibiotico ni hormona
Recent advances in carbon nanomaterial-based adsorbents for water purification,2020,Coordination Chemistry Reviews,10.1016/j.ccr.2019.213111,73,EXCL: no menciona antibiotico ni hormona
Chapter 7 - Graphene and graphene oxide–based nanoadsorbents in wastewater treatment,2023,Adsorption through Advanced Nanoscale Materials,10.1016/B978-0-443-18456-7.00007-9,44,EXCL: no menciona antibiotico ni hormona
Iron-palladium bimetallic nanoparticles embedded in metal organic frameworks nanocomposite adsorbents for arsenite and arsenate removal from groundwater,2025,Inorganic Chemistry Communications,10.1016/j.inoche.2025.115213,58,EXCL: no menciona antibiotico ni hormona
Delignified wood supported MIL-100 (Fe) for fast adsorption removal of tetracycline,2022,Microporous and Mesoporous Materials,10.1016/j.micromeso.2022.112124,32,EXCL: no menciona medio acuoso
Hydrothermal synthesis of zeolite A and Y membrane layers on clay flat disc support and their potential use in the decontamination of water polluted with toxic heavy metals,2020,Desalination and Water Treatment,10.5004/dwt.2020.25173,38,EXCL: no menciona antibiotico ni hormona
Co-doped Fe-MOF bimetallic organic framework applied as adsorbent to treat methylene blue dye in wastewater,2023,Materials Today: Proceedings,10.1016/j.matpr.2023.04.375,51,EXCL: no menciona antibiotico ni hormona
Hydroxyapatite/superparamagnetic iron oxide nanoparticles nanocomposite for Congo red adsorption,2023,Desalination and Water Treatment,10.5004/dwt.2023.29630,58,EXCL: no menciona antibiotico ni hormona
A comprehensive overview of polymeric nanocomposites for environmental pollution mitigation: Assessing health risks and applications,2024,"Environmental Nanotechnology, Monitoring & Management",10.1016/j.enmm.2024.101020,20,EXCL: no menciona antibiotico ni hormona
"The efficient removal of bisphenol A from aqueous solution using an assembled nanocomposite of zero-valent iron nanoparticles/graphene oxide/copper: Adsorption isotherms, kinetic, and thermodynamic studies",2021,Journal of Contaminant Hydrology,10.1016/j.jconhyd.2021.103906,75,EXCL: no menciona antibiotico ni hormona
"A critical review on graphene oxide nanostructured material: Properties, Synthesis, characterization and application in water and wastewater treatment",2022,"Environmental Nanotechnology, Monitoring & Management",10.1016/j.enmm.2022.100673,19,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona antibiotico ni hormona
Recent progress in high-performance environmental impacts of the removal of radionuclides from wastewater based on metal–organic frameworks: a review,2023,RSC Advances,10.1039/d3ra04177h,53,EXCL: no menciona antibiotico ni hormona
Chapter 21 - Application of microbial nanobiotechnology for combating water pollution,2023,Environmental Applications of Microbial Nanotechnology,10.1016/B978-0-323-91744-5.00006-0,48,EXCL: no menciona antibiotico ni hormona
"One-pot solvothermal preparation of MFe2O4 (M = Ca, Mg and Ni) ferrite- graphene oxide nanocomposites for adsorption of acridine orange",2023,Desalination and Water Treatment,10.5004/dwt.2023.29622,44,EXCL: no menciona antibiotico ni hormona
Construction and properties of UiO-66-based bulk high-efficiency boron adsorbents,2025,Chemical Engineering Science,10.1016/j.ces.2025.121720,77,EXCL: no menciona antibiotico ni hormona
Selective removal of heavy metals by Zr-based MOFs in wastewater: New acid and amino functionalization strategy,2023,Journal of Environmental Sciences,10.1016/j.jes.2021.10.010,75,EXCL: no menciona antibiotico ni hormona
Synthesis and characterization of L-Arg-polypyrrole@g-C3N4 nanocomposite for highly efficient removal of orange G dye: Mechanistic insights and RSM@BBD optimization,2025,Inorganic Chemistry Communications,10.1016/j.inoche.2024.113656,67,EXCL: no menciona antibiotico ni hormona
Conducting polymers and carbon nanotubes in the field of environmental remediation: Sustainable developments,2024,Coordination Chemistry Reviews,10.1016/j.ccr.2023.215533,39,EXCL: no menciona antibiotico ni hormona
Titanium-based metal-organic framework capsulated with magnetic nanoparticles: Antimicrobial and photocatalytic degradation of pesticides,2023,Microporous and Mesoporous Materials,10.1016/j.micromeso.2023.112543,22,EXCL: no menciona antibiotico ni hormona
Treatment of heavy metal ions from simulated water using adsorption process via modified iron magnetic nanocomposite,2024,Desalination and Water Treatment,10.1016/j.dwt.2024.100071,53,EXCL: no menciona antibiotico ni hormona
Metal-organic framework-derived LaFeO3@C: An adsorbent for removing organic dyes from water,2023,Journal of Environmental Chemical Engineering,10.1016/j.jece.2023.111405,105,EXCL: no menciona antibiotico ni hormona
Ethanolamine-induced amine functionalization of Ce-MOFs and their rapid adsorption and mechanism of Sn(Ⅳ) in water,2025,Materials Today Chemistry,10.1016/j.mtchem.2025.102789,76,EXCL: no menciona antibiotico ni hormona
On the development of a consistent mathematical model for adsorption in a packed column (and why standard models fail),2023,International Journal of Heat and Mass Transfer,10.1016/j.ijheatmasstransfer.2022.123660,27,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
Recent advances in metal-organic frameworks for the removal of heavy metal oxoanions from water,2021,Chemical Engineering Journal,10.1016/j.cej.2020.127221,59,EXCL: no menciona antibiotico ni hormona
Removal of MTBE from aqueous solution using reduced graphene oxide/Fe3O4 nanocomposite,2023,"Environmental Nanotechnology, Monitoring & Management",10.1016/j.enmm.2023.100842,55,EXCL: no menciona antibiotico ni hormona
From metal-organic frameworks (MOFs) to metal-doped MOFs (MDMOFs): Current and future scenarios in environmental catalysis and remediation applications,2023,Microchemical Journal,10.1016/j.microc.2023.108954,74,EXCL: no menciona antibiotico ni hormona
Chapter 14 - Role of zeolite adsorbent in water treatment,2021,Handbook of Nanomaterials for Wastewater Treatment,10.1016/B978-0-12-821496-1.00024-6,78,EXCL: no menciona antibiotico ni hormona
Effective removal of bisphenols from aqueous solution with magnetic hierarchical rattle-like Co/Ni-based LDH,2020,Journal of Hazardous Materials,10.1016/j.jhazmat.2019.120985,59,EXCL: no menciona antibiotico ni hormona
Pore engineering of MOF-808 for effective adsorption of roxarsone,2024,Separation and Purification Technology,10.1016/j.seppur.2024.127724,68,EXCL: no menciona antibiotico ni hormona
Bio-activation and mathematical modeling of ZIF-L encapsulated with laccase for enhanced ibuprofen removal from wastewater,2025,Cleaner Engineering and Technology,10.1016/j.clet.2024.100875,39,EXCL: no menciona antibiotico ni hormona
Metal-loaded starch aerogel for ethylene adsorption under ambient conditions and its preservation of bananas,2025,Chemical Engineering Journal,10.1016/j.cej.2025.160731,27,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
Remediation of acetamiprid pesticide from contaminated water by antibacterial biosorbent based on carboxymethyl tragacanth-grafted-poly(3-aminophenol) decorated with ZnO@Fe3O4,2024,Environmental Research,10.1016/j.envres.2024.118893,68,EXCL: no menciona antibiotico ni hormona
"Composite biologically active filter (BAF) with zeolite, granular activated carbon, and suspended biological carrier for treating algae-laden raw water",2021,Journal of Water Process Engineering,10.1016/j.jwpe.2021.102188,38,EXCL: no menciona antibiotico ni hormona
Enhanced simultaneous removal of direct red 81 and bisphenol A from aqueous media by coupling nano zero-valent iron (nZVI) particles with graphene oxide and copper: Isotherm and kinetic adsorption studies,2023,Materials Chemistry and Physics,10.1016/j.matchemphys.2022.127206,75,EXCL: no menciona antibiotico ni hormona
Recent advances in heavy metals uptake by tailored silica-based adsorbents,2024,Science of The Total Environment,10.1016/j.scitotenv.2024.177093,27,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
"Green threads of progress: Natural fibers reshaping wastewater cleanup strategies, a review",2024,Hybrid Advances,10.1016/j.hybadv.2024.100237,45,EXCL: no menciona antibiotico ni hormona
Insight into adsorption performance and mechanism of Congo red dye onto ZnFe2O4@ZIF-8 nanocomposite in water,2024,Surfaces and Interfaces,10.1016/j.surfin.2024.103995,38,EXCL: no menciona antibiotico ni hormona
Investigating the uptake of brilliant blue FCF and orange II dyes from aqueous solution onto a porous Al-based MOF sorbent (CAU-10-H),2025,Inorganic Chemistry Communications,10.1016/j.inoche.2025.114560,81,EXCL: no menciona antibiotico ni hormona
Functionalized graphene oxide-based GOEP/GOP nanocomposite for enhanced adsorptive removal of organic pollutants: Experimental and molecular simulation insights,2025,Diamond and Related Materials,10.1016/j.diamond.2025.112714,97,EXCL: no menciona antibiotico ni hormona
Magnetic agar-cellulose hydrogel/g-C₃N₄/ZnAl LDH@Fe₃O₄ nanocomposite for efficient pirimicarb removal and antibacterial water purification,2025,International Journal of Biological Macromolecules,10.1016/j.ijbiomac.2025.147076,84,EXCL: no menciona antibiotico ni hormona
Magnetic molecular imprinted covalent organic framework composite for the magnetic solid-phase extraction of bisphenol AF,2024,Journal of Chromatography A,10.1016/j.chroma.2024.464693,28,EXCL: no menciona antibiotico ni hormona
Recent advances in bioceramic-based nanocomposites for membrane and adsorption separation processes: A review,2022,Journal of Water Process Engineering,10.1016/j.jwpe.2022.103152,24,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
Recent advances in strontium ion removal from wastewater,2025,Applied Materials Today,10.1016/j.apmt.2025.102641,33,EXCL: no menciona antibiotico ni hormona
Advances in nanocomposite and nanostructured chitosan membrane adsorbents for environmental remediation: A review,2022,Desalination,10.1016/j.desal.2022.115565,56,EXCL: no menciona antibiotico ni hormona
"Facile synthesis of magnetic-activated nanocomposites for effective removal of cationic and anionic dyes in an aqueous environment: An equilibrium isotherm, kinetics and thermodynamic studies",2023,Chemical Engineering Research and Design,10.1016/j.cherd.2022.11.017,78,EXCL: no menciona antibiotico ni hormona
Accessibility control of Cu sites to enhance adsorption capacity of ultra-low-concentration methyl mercaptan,2022,Chemosphere,10.1016/j.chemosphere.2022.135511,58,EXCL: no menciona antibiotico ni hormona
Experimental and density function theory-guided mechanistic insights into triclosan removal using a tripartite AgNPs/nanobiochar/Co-MOF composite,2025,Cleaner Water,10.1016/j.clwat.2025.100156,78,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
"Adsorptive removal of Methyl orange from aqueous solutions by polyvinylidene fluoride tri-flouro ethylene/carbon nanotube/kaolin nanocomposite: kinetics, isotherm, and thermodynamics",2020,Desalination and Water Treatment,10.5004/dwt.2020.25690,48,EXCL: no menciona antibiotico ni hormona
Adsorptive removal of heavy metals from wastewater using emerging nanostructured materials: A state-of-the-art review,2024,Separation and Purification Technology,10.1016/j.seppur.2024.127018,99,EXCL: no menciona antibiotico ni hormona
"The study of removal chromium (VI) ions from aqueous solution by bimetallic ZnO/FeO nanocomposite with Siltstone: Isotherm, kinetics and reusability",2023,Inorganic Chemistry Communications,10.1016/j.inoche.2023.110891,86,EXCL: no menciona antibiotico ni hormona
Green synthesis of Ag/Ni-MOF nanocomposite using hydrophobic deep eutectic solvent for bifunctional applications in heavy metal extraction and dye degradation,2025,Journal of Food Composition and Analysis,10.1016/j.jfca.2025.108461,32,EXCL: no menciona antibiotico ni hormona
Current advances on polymer-layered double hydroxides/metal oxides nanocomposites and bionanocomposites: Fabrications and applications in the textile industry and nanofibers,2021,Applied Clay Science,10.1016/j.clay.2021.106054,14,EXCL: no menciona antibiotico ni hormona
Design of amphoteric MOFs-cellulose based composite for wastewater remediation: Adsorption and catalysis,2023,International Journal of Biological Macromolecules,10.1016/j.ijbiomac.2023.125559,45,EXCL: no menciona antibiotico ni hormona
6 - Recent advances in nanomaterials and nanocomposites in environmental applications,2025,Advances in Sustainable Materials,10.1016/B978-0-443-13849-2.00006-5,56,EXCL: no menciona antibiotico ni hormona
"Magnesium oxide nanoparticles decorated iron oxide nanorods: Synthesis, characterization and remediation of Congo red dye from aqueous media",2020,Composites Communications,10.1016/j.coco.2020.100496,31,EXCL: no menciona antibiotico ni hormona
Degradation of ammonaical nitrogen (NH3-N) in leachate by zinc oxide loaded activated carbon: Process parameters modelling and optimization through RSM design,2023,Bioresource Technology Reports,10.1016/j.biteb.2023.101602,39,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
Removal of surfactants in greywater using low-cost natural adsorbents: A review,2021,Surfaces and Interfaces,10.1016/j.surfin.2021.101532,69,EXCL: no menciona antibiotico ni hormona
An easily-synthesized low carbon ionic liquid functionalized metal-organic framework composite material to remove Congo red from water,2023,Water Cycle,10.1016/j.watcyc.2023.05.004,59,EXCL: no menciona antibiotico ni hormona
Simultaneous elimination of cationic dyes from water media by carboxymethyl cellulose-graft-poly(acrylamide)/magnetic biochar nanocomposite hydrogel adsorbent,2025,Environmental Research,10.1016/j.envres.2025.121150,84,EXCL: no menciona antibiotico ni hormona
A comprehensive review of spinel ferrites and their magnetic composites as highly efficient adsorbents of rare earth elements,2025,Emerging Contaminants,10.1016/j.emcon.2024.100429,17,EXCL: no menciona antibiotico ni hormona
"Tailored Schiff-Base nanocomposite: Unveiling its synergistic potential for colorimetric sensing, heavy metal ion removal, and antibacterial efficacy",2024,Inorganic Chemistry Communications,10.1016/j.inoche.2024.112701,37,EXCL: no menciona antibiotico ni hormona
14 - Layered double hydroxide-based nanocomposites for wastewater treatment,2025,Advanced Composite Materials for Wastewater Treatment,10.1016/B978-0-443-33635-5.00016-9,24,EXCL: no menciona antibiotico ni hormona
Synthesis of MOF-derived Mn-doped ZnO nanostructures for efficient removal of microplastic from wastewater,2025,Inorganic Chemistry Communications,10.1016/j.inoche.2025.114349,67,EXCL: no menciona antibiotico ni hormona
Preparation of Ag-Cu-MOF-74 and its bromine adsorption in simulated saline water,2024,Chemical Engineering and Processing - Process Intensification,10.1016/j.cep.2024.109949,53,EXCL: no menciona antibiotico ni hormona
Fabrication of Cr2O3-TiO2@C3N4 nanostructures for Zn ions adsorption from simulated wastewater,2025,Inorganic Chemistry Communications,10.1016/j.inoche.2025.115282,72,EXCL: no menciona antibiotico ni hormona
Photocatalytic oxidation of glyphosate and reduction of Cr(VI) in water over ACF-supported CoNiWO4-gCN composite under batch and flow conditions,2022,Chemosphere,10.1016/j.chemosphere.2022.134119,34,EXCL: no menciona antibiotico ni hormona
The role of green nanomaterials as effective adsorbents and applications in wastewater treatment,2023,Advances in Water Treatment and Management,10.1016/j.matpr.2022.11.300,55,EXCL: no menciona antibiotico ni hormona
Zn-MOF-5-Modified biochar derived from KMnO4-activated waste corncob for enhanced adsorption of gaseous ammonia,2025,Separation and Purification Technology,10.1016/j.seppur.2024.129242,69,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
Facile preparation of novel magnetic metal-organic frameworks/Ti3C2Tx composite for efficiently removal of bisphenol A from water samples,2024,Journal of Industrial and Engineering Chemistry,10.1016/j.jiec.2024.05.054,80,EXCL: no menciona antibiotico ni hormona
Framework of nano metal oxides N-NiO@N-Fe3O4@N-ZnO for adsorptive removal of atrazine and bisphenol-A from wastewater: Kinetic and adsorption studies,2021,"Environmental Nanotechnology, Monitoring & Management",10.1016/j.enmm.2021.100481,67,EXCL: no menciona antibiotico ni hormona
Efficient adsorption of heavy metals from wastewater on nanocomposite beads prepared by chitosan and paper sludge,2022,Science of The Total Environment,10.1016/j.scitotenv.2022.157399,84,EXCL: no menciona antibiotico ni hormona
Metal organic framework composites as adsorbents: Synergistic effect for water purification,2022,Coordination Chemistry Reviews,10.1016/j.ccr.2022.214815,37,EXCL: no menciona antibiotico ni hormona
PEI-modified chromium-based metal organic framework for Cr(VI) removal from aqueous solution,2020,Desalination and Water Treatment,10.5004/dwt.2020.24992,41,EXCL: no menciona antibiotico ni hormona
Performance of ionic liquid functionalized metal organic frameworks in the adsorption process of phenol derivatives,2024,RSC Advances,10.1039/d3ra08024b,99,EXCL: no menciona antibiotico ni hormona
"Development and assessment of vanadium-based metal–organic frameworks for the effective elimination of hazardous pesticides from aqueous solutions: Mechanism of uptake, adsorption capacities, rate of uptake, and enhancement via the Box-Behnken design",2024,Journal of Saudi Chemical Society,10.1016/j.jscs.2024.101949,123,EXCL: no menciona antibiotico ni hormona
"Luffa–Ni/Al layered double hydroxide bio-nanocomposite for efficient ibuprofen removal from aqueous solution: Kinetic, equilibrium, thermodynamic studies and GEP modeling",2025,Heliyon,10.1016/j.heliyon.2024.e40783,60,EXCL: no menciona antibiotico ni hormona
Chapter twelve - Biopolymer-functionalized carbon nanomaterials–based adsorbents,2020,Carbon Nanomaterial-Based Adsorbents for Water Purification,10.1016/B978-0-12-821959-1.00012-X,73,EXCL: no menciona antibiotico ni hormona
Chapter 15 - Metal-organic framework nanocomposite based adsorbents,2021,Handbook of Nanomaterials for Wastewater Treatment,10.1016/B978-0-12-821496-1.00027-1,56,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona antibiotico ni hormona
Synthesis of mesoporous MFI zeolite via bacterial cellulose-derived carbon templating for fast adsorption of formaldehyde,2020,Journal of Hazardous Materials,10.1016/j.jhazmat.2019.121161,74,EXCL: no menciona antibiotico ni hormona
ZnO-NPs/AC composite antibacterial agents with N-halamine glycinate functionalized silica-mesoporous silica coating for water disinfection,2024,Heliyon,10.1016/j.heliyon.2024.e24343,34,EXCL: no menciona antibiotico ni hormona
Novel Fe–Mn oxide/zeolite composite material for rapid removal of toxic copper ions from aqueous solutions,2023,Journal of Cleaner Production,10.1016/j.jclepro.2023.136496,86,EXCL: no menciona antibiotico ni hormona
Development of new tubular ceramic microfiltration membranes by employing activated carbon in the structure of membranes for treatment of oily wastewater,2020,Journal of Cleaner Production,10.1016/j.jclepro.2019.118720,47,EXCL: no menciona antibiotico ni hormona
Aspergillus versicolor mediated biofabrication of zinc phosphate nanosheets for exploring their antimycotic activity and development of alginate-based nanocomposite for enhanced dye degradation,2024,Environmental Technology & Innovation,10.1016/j.eti.2024.103840,52,EXCL: no menciona antibiotico ni hormona
Advanced removal of butylparaben from aqueous solutions using magnetic molybdenum disulfide nanocomposite modified with chitosan/beta-cyclodextrin and parametric evaluation through sequential multi-objective machine learning algorithms,2025,Results in Engineering,10.1016/j.rineng.2025.105247,49,EXCL: no menciona antibiotico ni hormona
Tunning MIL-101(Cr) MOF polymorphism towards efficient adsorption and localized Fenton-like degradation of para-nitroaniline by Fe incorporation,2024,Chemical Engineering Journal,10.1016/j.cej.2024.150162,67,EXCL: no menciona antibiotico ni hormona
Removal of cadmium and lead ions from aqueous solutions by novel dolomite-quartz@Fe3O4 nanocomposite fabricated as nanoadsorbent,2023,Environmental Research,10.1016/j.envres.2023.115606,72,EXCL: no menciona antibiotico ni hormona
